[002:OBNA#0016]	墓園@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0205]	我試過了。\255\003我最強大的法術都在巫毒娃娃上。\255\003但要做出有效的娃娃，我需要拉戈身上的一些東西，可是沒有人有膽子去幫我拿。
[021:LSCR#0205]	你願意幫我做一個嗎？
[021:LSCR#0205]	呃，也許吧。
[021:LSCR#0205]	要讓它發揮作用，你得帶一些對象的私人物品給我。
[021:LSCR#0205]	巫毒的四大基本類別，每種都要一樣：
[021:LSCR#0205]	一絲線頭^\255\003^一撮髮梢^
[021:LSCR#0205]	^一滴體液^
[021:LSCR#0205]	^還有死者的遺物。
[021:LSCR#0205]	嘿，這幾乎能押韻耶。
[021:LSCR#0205]	線的部分，我需要拉戈的一件衣物。
[021:LSCR#0205]	頭的部分，一撮頭髮就行了。
[021:LSCR#0205]	體的部分，帶一份他身上的體液給我，
[021:LSCR#0205]	至於死的部分，你得從他已故的親戚那裡弄到一些屍體殘骸。
[021:LSCR#0205]	拿去——這是採購清單。
[021:LSCR#0205]	謝謝。
[021:LSCR#0205]	你身上有帶著其中任何一種材料嗎？
[021:LSCR#0205]	我這裡有真貨。
[021:LSCR#0205]	那是我最強效的藥水之一。\255\003但只有真正急需的時候我才會給。
[021:LSCR#0205]	那是我最強效的藥水之一。\255\003能讓死人復活。
[021:LSCR#0205]	什麼事？
[021:LSCR#0205]	\007我要了！@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0205]	\007我可以拿那個做一堆酷炫的事！@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0205]	\007這樣聽起來不太妥當。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0205]	\007我只是看看而已。我可以走了嗎？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0205]	這裡頭有些麻煩。
[021:LSCR#0205]	它只對骨灰有效，而且復活只是暫時的。
[021:LSCR#0205]	而且，你得先帶對象的骨灰樣本來給我，我才能幫你調一批藥。
[021:LSCR#0205]	我這裡就有我想復活的人的骨灰。
[021:LSCR#0205]	天啊，巫毒還真複雜。
[021:LSCR#0205]	規矩就是規矩。
[021:LSCR#0205]	沒有對象遺骸的骨灰，我沒辦法幫你做那種藥水。
[021:LSCR#0205]	帶來給我。
[021:LSCR#0205]	不過，只有一個小問題^\255\003我把配方給忘了。
[021:LSCR#0205]	什麼？！
[021:LSCR#0205]	已經是很久以前的事了。\255\003那本食譜我早就沒有了。
[021:LSCR#0205]	我這裡有一本巫毒食譜！
[021:LSCR#0205]	太好了！\255\003上面寫要用幾片蟹殼？
[021:LSCR#0205]	十三片！
[021:LSCR#0205]	很好。\255\003我調這批試驗品的時候也是這麼想的。
[021:LSCR#0205]	謝了。
[021:LSCR#0205]	記住，抹一點點就夠了。
[021:LSCR#0205]	我說過了，那本食譜我已經沒有了。
[021:LSCR#0205]	真掃興。
[021:LSCR#0205]	嘿，我有執照呢！
[021:LSCR#0205]	那就這樣吧。
[021:LSCR#0205]	現在，去吧！
[021:LSCR#0205]	目前我能幫的都幫了。
[021:LSCR#0205]	剩下的就看你了。
[021:LSCR#0205]	你把材料帶來了嗎？
[021:LSCR#0205]	你把最後一樣材料帶來了嗎？
[021:LSCR#0205]	你還有帶其他材料來嗎？
[021:LSCR#0205]	\007我拿到他的假髮了。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0205]	\007我拿到一些他的口水了。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0205]	\007我拿到他祖父的骨頭了。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0205]	\007我拿到這個了：\255\006\044\001。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0205]	\007我晚點把它們帶來。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0205]	\007我晚點把它帶來。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0205]	\007我晚點多帶一些給你。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0205]	嗯^  這不完全算是他頭上的東西^\255\003不過也許我能從裡面弄出一些頭皮碎屑。
[021:LSCR#0205]	沾滿口水的紙片@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0205]	太棒了。
[021:LSCR#0205]	完美。
[021:LSCR#0205]	沒錯，這樣行得通。
[021:LSCR#0205]	很好。
[021:LSCR#0205]	這張紙你留著吧。
[021:LSCR#0205]	你有最後一樣材料了嗎？
[021:LSCR#0205]	你還帶了其他材料來嗎？
[021:LSCR#0205]	終於！\255\003現在我可以做出一個厲害的巫毒娃娃了！\255\003我去拿我的法寶袋。
[021:LSCR#0205]	現在來看看材料吧^
[021:LSCR#0205]	一片拉戈頭上的頭皮屑！
[021:LSCR#0205]	一小段拉戈的線頭！
[021:LSCR#0205]	一滴他身上的體液！
[021:LSCR#0205]	一小片死者的骨頭碎片！
[021:LSCR#0205]	最後，加上一些巫毒雜草和調味料，還有味精。
[021:LSCR#0205]	這下有好戲看了。
[021:LSCR#0205]	二！四！六！八！
[021:LSCR#0205]	我們要暗殺誰？
[021:LSCR#0205]	拉戈！拉戈！耶！
[021:LSCR#0205]	嘿！這看起來跟他一模一樣！
[021:LSCR#0205]	謝了，巫毒夫人。
[021:LSCR#0205]	還有一件事^\255\003有些材料不是最理想的樣本。\255\003應該還是有效，但作用範圍會受限。
[021:LSCR#0205]	你得靠近拉戈才行。\255\003非常靠近。
[021:LSCR#0205]	不對。最後一項是什麼來著？
[021:LSCR#0205]	不對。可以再跟我說一次是哪些嗎？
[021:LSCR#0205]	就跟清單上寫的一樣^
[021:LSCR#0205]	他身上的某樣東西^
[021:LSCR#0205]	他衣物上的某樣東西^
[021:LSCR#0205]	他的一些體液^
[021:LSCR#0205]	來自他祖先的某樣東西^
[021:LSCR#0205]	^這樣就湊齊做娃娃所需要的一切了。
[021:LSCR#0205]	^就這些。
[021:LSCR#0206]	恐怕是真的，蓋布拉許。\255\003只要他們有任何還帶著生命力的組織，就能讓他整個身體復活。
[021:LSCR#0206]	可是我把他的身體炸成了千千萬萬個黏糊糊的碎片啊！
[021:LSCR#0206]	那不是他的身體，蓋布拉許。\255\003你摧毀的是他的靈體。\255\003他的肉身早就被安全地埋在遠方了。
[021:LSCR#0206]	但到現在應該已經^
[021:LSCR#0206]	腐爛了？\255\003部分分解了？\255\003沒錯。
[021:LSCR#0206]	而我想這不會讓他變得更好對付。
[021:LSCR#0206]	他會來找我的！
[021:LSCR#0206]	沒錯。
[021:LSCR#0206]	他會想殺了我！！！
[021:LSCR#0206]	毫無疑問。
[021:LSCR#0206]	\007我能做什麼？\255\009\006\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0206]	\007我能躲去哪裡？\255\009\006\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0206]	\007你能給我點什麼防身嗎？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0206]	\007你能不能乾脆現在就殺了我，一了百了？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0206]	你已經盡力而為了。
[021:LSCR#0206]	那是什麼意思？
[021:LSCR#0206]	沒有地方可以躲。
[021:LSCR#0206]	但還是有出路的。
[021:LSCR#0206]	是什麼？
[021:LSCR#0206]	你現在就正在做了。
[021:LSCR#0206]	玩弄我口袋裡的零錢嗎？
[021:LSCR#0206]	他的法力跟我一樣強。\255\003我給你什麼東西都保護不了你。
[021:LSCR#0206]	你一定要撐住，別失去希望，蓋布拉許。
[021:LSCR#0206]	還是有出路的。
[021:LSCR#0206]	尋找大驚奇。
[021:LSCR#0206]	對哦，我本來就在做這件事，不是嗎？
[021:LSCR#0206]	大驚奇可不只是個寶藏。\255\003它藏著通往另一個世界的秘密。
[021:LSCR#0206]	找到那個世界，你就能永遠擺脫里察克。
[021:LSCR#0206]	可是我對大驚奇知道得太少了^
[021:LSCR#0206]	這本書拿去。
[021:LSCR#0206]	"\255\006\100\000"\255\003你從哪弄來的？
[021:LSCR#0206]	我從費特市圖書館借出來的。\255\003我早就預見你會需要它。
[021:LSCR#0206]	哇，謝了。
[021:LSCR#0206]	我用你的名字借的，所以你看完一定要記得還。\255\003費特市的逾期罰金可不便宜。
[021:LSCR#0206]	哇^\255\003^謝了。
[021:LSCR#0207]	蓋布拉許，你沒有時間可以浪費了！\255\003我沒辦法再幫你更多了。
[021:LSCR#0207]	你的命運現在就掌握在自己手中了。
[021:LSCR#0209]	蓋布拉許
[021:LSCR#0210]	嘿！那只是個展示品！
[021:LSCR#0210]	不用了，我不需要。
[021:LSCR#0210]	我身上沒有半顆疣。
[021:LSCR#0210]	我沒有養貓。
[021:LSCR#0210]	畢竟，那只是個展示品而已。
[021:LSCR#0210]	^而且我也替那些石龍子感到難過。
[021:LSCR#0210]	巫毒可不是以好聞出名的。
[021:LSCR#0210]	我根本不想知道那東西是拿來做什麼用的。
[021:LSCR#0210]	我不喜歡濃稠的糖漿。
[021:LSCR#0210]	^而且我替蜘蛛感到難過。
[021:LSCR#0210]	我已經沒有那個毛病了。
[021:LSCR#0210]	我沒戴眼罩,四肢也都健在。
[021:LSCR#0211]	去疣藥膏@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0211]	貓咪驅蟲藥@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0211]	還魂灰\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0211]	石龍子腳趾@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0211]	魔咒香水\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0211]	蝙蝠蠟@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0211]	水果雞尾酒@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0211]	蜘蛛肺@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0211]	黃金舌頭\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:LSCR#0211]	溫柔觸感\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[021:SCRP#0125]	好啊,「兄弟」,你可得小心了,因為我現在也有屬於自己的娃娃了!
[021:SCRP#0125]	現在我只需要幾樣巫毒材料了。
[021:SCRP#0125]	好,這樣就有一樣材料加娃娃了。
[021:SCRP#0125]	這樣就有\255\004\100\000樣材料加娃娃了。
[021:SCRP#0125]	好,這樣就有一樣材料了。
[021:SCRP#0125]	現在我只需要一個娃娃了。
[021:SCRP#0125]	這樣就有\255\004\038\002樣材料了。
[021:SCRP#0126]	這裡面有些東西^
[021:SCRP#0126]	我猜這些是火柴^
[021:SCRP#0126]	^而這個東西摸起來像顆炸彈。
[021:SCRP#0126]	讓我瞧瞧^
[021:SCRP#0126]	這裡面有些火柴^
[021:SCRP#0126]	^還有個東西上面寫著「愛情炸彈」。
[022:VERB#0239]	我最好先問清楚包船的事,再把錢交出去。
[022:VERB#0239]	你想要我的\255\006\000\064嗎?
[022:VERB#0239]	不用了,老兄。\255\003我已經有一個那種東西了。
[022:VERB#0239]	謝啦,老兄!\255\003我正好在找另一條幸運航海項鍊。
[022:VERB#0239]	謝啦,老兄!\255\003這個拿來當我的幸運航海項鍊剛剛好。
[022:VERB#0239]	你說什麼,老兄?
[022:VERB#0239]	不用了,老兄。
[022:OBNA#0239]	崔德船長@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[022:OBNA#0234]	船艙門@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[022:VERB#0238]	我覺得崔德的地圖對穿越這片沼澤沒什麼幫助。
[022:OBNA#0238]	崔德船長的地圖@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[022:LSCR#0201]	我能為你做什麼咧?
[022:LSCR#0201]	你是崔德船長嗎?
[022:LSCR#0201]	是啊老兄,我就是崔德船長。\255\003我能為你做什麼呢?
[022:LSCR#0201]	哈囉?!?
[022:LSCR#0201]	哈囉,老兄。\255\003我叫崔德船長。\255\003我能為你做什麼呢?
[022:LSCR#0201]	又是我。
[022:LSCR#0201]	看得出來啊。這次我能為你做什麼呢,老兄?
[022:LSCR#0201]	\007我需要包一艘船。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[022:LSCR#0201]	\007為什麼我不能包你的船?@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[022:LSCR#0201]	\007我需要包一艘船。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[022:LSCR#0201]	\007自然捲的髒辮頭。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[022:LSCR#0201]	\007嘿,我想我見過你朋友。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[022:LSCR#0201]	\007多跟我說說你弄丟的那個項鍊。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[022:LSCR#0201]	\007我得走了,還有很多寶藏要找呢。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[022:LSCR#0201]	就像我之前說的,老兄^
[022:LSCR#0201]	算你走運,朋友。\255\003聽說拉戈已經被趕出島了^\255\003^所以我現在又能自由出海了。
[022:LSCR#0201]	我不能把船包給你,因為^
[022:LSCR#0201]	而且^
[022:LSCR#0201]	唯一的問題是^\255\003^你看起來不像身上有二十枚金幣的人。
[022:LSCR#0201]	其實,我剛好有那麼多。
[022:LSCR#0201]	好啊,老兄!\255\003我的船就包給你了!
[022:LSCR#0201]	太好了!\255\003你的船在哪?
[022:LSCR#0201]	你就站在船上啊,老兄。
[022:LSCR#0201]	哎呀!
[022:LSCR#0201]	對,你說得沒錯^\255\003^我身無分文。
[022:LSCR#0201]	不太可能。
[022:LSCR#0201]	謝了,老兄。
[022:LSCR#0201]	那是不久前發生的事。
[022:LSCR#0201]	我和我的領航員一起出海,前往那座傳說中的島嶼。
[022:LSCR#0201]	我們一到那裡,就被食人族抓去當了俘虜。
[022:LSCR#0201]	我逃出來了,老兄,但我的領航員就沒那麼幸運了。
[022:LSCR#0201]	我找到他身上僅剩的一顆眼球,就把它留著當幸運符。
[022:LSCR#0201]	好啦,再見,老兄。\255\003歡迎再來。
[022:LSCR#0202]	老兄,我得帶你回痂島了。\255\003我還有貨要送。
[022:LSCR#0202]	歡迎搭乘「快活雷鬼號」!
[022:LSCR#0202]	你想去哪?
[022:LSCR#0202]	\007我不知道,有哪些選擇?@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[022:LSCR#0202]	\007我用你給我的地圖指給你看。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[022:LSCR#0202]	\007請帶我去布提島。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[022:LSCR#0202]	\007請帶我去費特島。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[022:LSCR#0202]	\007請帶我去痂島。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[022:LSCR#0202]	\007我只想漫無目的地航行一陣子。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[022:LSCR#0202]	\007我想回去我剛離開的那座島。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[022:LSCR#0202]	\007你知道嗎,我以前跟瑪莉總督交往過。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[022:LSCR#0202]	我給你的地圖怎麼了?\255\003沒有它我們永遠找不到那座島。
[022:LSCR#0202]	我回去拿。
[022:LSCR#0202]	好,想去哪就跟我說一聲。
[022:LSCR#0202]	我只知道怎麼去三座島,老兄。
[022:LSCR#0202]	是哪三座?
[022:LSCR#0202]	有我們剛離開的痂島。\255\003那是唯一一座讓海盜能自由自在當海盜的島。
[022:LSCR#0202]	再來是布提島。\255\003那座充滿節慶氣氛、法式風情、狂歡節、天天派對的島。\255\003島上由一位備受敬重與愛戴的總督治理^\255\003^依蓮·瑪莉總督。
[022:LSCR#0202]	依蓮?
[022:LSCR#0202]	最後是費特島。\255\003那是個法西斯獨裁統治的地方,由一隻自大肥胖的豬——費特總督掌權。
[022:LSCR#0202]	來,拿著這張淺顯易懂的參考地圖,崔德旅遊公司致贈。\255\003你可以用它指給我看你想去哪裡。
[022:LSCR#0202]	你當然有啊,老兄。
[022:LSCR#0202]	糟糕!出了點問題。請參閱 traveldialog.scu
[022:LSCR#0204]	我弄丟了那條幸運的「見過世面之眼」航海項鍊。
[022:LSCR#0204]	^前陣子,我弄丟了我的幸運航海項鍊。\255\003我都叫它「見過世面之眼」。\255\003沒有它我沒辦法出海。\255\003絕對不行,老兄。
[022:LSCR#0205]	^拉戈對這座島實施了禁運封鎖。
[022:LSCR#0205]	^那個又壞又噁心的傢伙,拉戈^\255\003^他對這座島實施了封鎖禁運。
[022:LSCR#0205]	沒有他的批准,任何船都不能進出。\255\003他絕不可能讓我離開。
[023:VERB#0241]	我就愛這種帶點航海風情的房子。
[023:OBNA#0241]	船屋@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[023:OBNA#0242]	小徑@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[023:VERB#0243]	上面寫著,我照唸:\255\003「崔德船長包船服務」\255\003「二十枚金幣」\255\003「內洽」
[023:OBNA#0243]	招牌@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[024:VERB#0245]	正面畫著一隻鸚鵡的圖案。
[024:VERB#0245]	是空的。
[024:OBNA#0245]	鸚鵡飼料@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[024:OBNA#0244]	門@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[024:SCRP#0067]	我要出發去找大驚奇了。
[024:SCRP#0109]	終於^
[024:SCRP#0109]	太好了!我拿到第一片地圖了!
[024:SCRP#0109]	耶!現在我有兩片地圖了!
[024:SCRP#0109]	這樣就有三片地圖了——只差一片!
[024:SCRP#0109]	這是最後一片地圖了。\255\003嘿^ 我還是完全看不懂。\255\003我想我需要找個專家。
[024:SCRP#0157]	這只是地圖的四分之一——沒什麼用。
[024:SCRP#0157]	好吧,我現在有半張地圖了^\255\003^但我還是看不懂。
[024:SCRP#0157]	只差一片了!
[024:SCRP#0157]	嗯^\255\003我想我需要專家才能弄懂這個。
[026:OBNA#0251]	崔德的船@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[026:OBNA#0249]	碼頭@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[026:OBNA#0248]	小屋@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[026:OBNA#0247]	海灘@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[026:OBNA#0253]	碼頭@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[026:OBNA#0250]	大宅@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[026:OBNA#0252]	瀑布@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[026:LSCR#0205]	我搆不到。
[026:LSCR#0206]	我搆不到。
[027:OBNA#0258]	門@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[027:OBNA#0256]	門@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[027:OBNA#0257]	小徑@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[027:OBNA#0262]	小徑@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[027:OBNA#0255]	巷弄@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[027:OBNA#0259]	巷弄@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[027:OBNA#0261]	漁夫@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[027:OBNA#0260]	棧橋@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[027:OBNA#0264]	崔德的船@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[027:VERB#0263]	那是凱特船長。
[027:VERB#0263]	黏在牆上呢。
[027:VERB#0263]	我可不想連累無辜的鳥。
[027:OBNA#0263]	海報@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[027:VERB#0265]	"要是我識字，我所有空閒時間都會泡在費特市圖書館！\255\001             ——雷金納德·布萊克畢爾德"
[027:VERB#0265]	不了，謝謝。我在這鎮上麻煩已經夠多了。
[027:OBNA#0265]	海報@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[027:LSCR#0205]	"通緝：蓋布拉許·斯瑞普伍德^\255\003^涉嫌謀殺 G.P.里察克^
[027:LSCR#0205]	"通緝：蓋布拉許·斯瑞普伍德^"\255\003嘿！那是我！\255\003"^涉嫌謀殺 G.P.里察克^
[027:LSCR#0205]	^外加對拉戈·拉格蘭德施展巫術^
[027:LSCR#0205]	^竊取施展該巫術所需的衣物與醫生處方生髮劑^
[027:LSCR#0205]	^盜墓^
[027:LSCR#0205]	^非法闖入^
[027:LSCR#0205]	^無照竊盜^
[027:LSCR#0205]	^擾亂治安^
[027:LSCR#0205]	^在體育賽事上非法賭博^
[027:LSCR#0205]	^使用偽造證件購買酒類^
[027:LSCR#0205]	^維琪冷湯中鼠肉殘渣含量超出食品衛生標準^
[027:LSCR#0205]	^將尚未死亡之人提前下葬^
[027:LSCR#0205]	^未先取得環境影響評估報告，即擅自破壞市府維護之水管線路^
[027:LSCR#0205]	^運送精神狀態無法表示同意之動物^
[027:LSCR#0205]	^破壞歷史模型^
[027:LSCR#0205]	^魯莽使用園藝工具^
[027:LSCR#0205]	^假扮女性以逃避起訴^
[027:LSCR#0205]	^未經許可擅自離開監所^
[027:LSCR#0205]	^兩項未經許可擅自離開監所^
[027:LSCR#0205]	^未經許可擅自離開監所^
[027:LSCR#0205]	^冒充聯邦郵船^
[027:LSCR#0205]	^在市區範圍內讓死人復活^
[027:LSCR#0205]	^持有非本人借閱之圖書館書籍^
[027:LSCR#0205]	^無執照調酒^
[027:LSCR#0205]	^以及在人口密集地區放生危險爬蟲類。
[027:LSCR#0205]	另因處方眼鏡失竊案，遭列為協查對象。
[027:LSCR#0205]	凡提供線索助緝捕嫌犯者，將獲獎賞。
[027:LSCR#0205]	斯瑞普伍德應被視為攜械且危險人物。"
[027:LSCR#0205]	攜械且危險？
[027:LSCR#0205]	讚啦！
[027:SCRP#0048]	打擾了，先生。
[027:SCRP#0048]	什麼事？
[027:SCRP#0048]	你不是蓋布拉許·斯瑞普伍德嗎？
[027:SCRP#0048]	\007沒錯。我就是那個把幽靈海盜 \254\008     里察克痛扁一頓的人。\255\009\027\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
